event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1921-1930,1931-1940,8.17361101122763,0.025,1,1931-1940,consecutive
1,1901-1910,1921-1930,11.413335328863784,0.012,2,"1911-1920,1921-1930",sudden_shift
2,1931-1940,2011-2018,7.903379603682314,0.032,8,"1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
3,1961-1970,2001-2010,10.031723084262074,0.016,4,"1971-1980,1981-1990,1991-2000,2001-2010",sudden_shift
4,1961-1970,2011-2018,10.757149037017388,0.0,5,"1971-1980,1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
5,1971-1980,2001-2010,8.832839881605395,0.038,3,"1981-1990,1991-2000,2001-2010",sudden_shift
6,1971-1980,2011-2018,9.406355077129279,0.028,4,"1981-1990,1991-2000,2001-2010,2011-2018",sudden_shift
7,1981-1990,2011-2018,6.390123449133303,0.037,3,"1991-2000,2001-2010,2011-2018",sudden_shift
8,1991-2000,2011-2018,4.768483423095737,0.044,2,"2001-2010,2011-2018",sudden_shift
