synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s42158,atmosphäre,1901-1910,1911-1920,0.021980630407680203,0.0686773194080257
s42158,atmosphäre,1911-1920,1921-1930,0.03139262779773319,0.5187133409467177
s42158,atmosphäre,1921-1930,1931-1940,0.014065257290438603,0.3816468282672369
s42158,atmosphäre,1931-1940,1941-1950,0.04581508559130451,0.1293311777922402
s42158,atmosphäre,1941-1950,1951-1960,0.026901450680083552,0.40734598979995407
s42158,atmosphäre,1951-1960,1961-1970,0.02311610063685675,0.09860146641105691
s42158,atmosphäre,1961-1970,1971-1980,0.012292815286382536,0.2823053869796841
s42158,atmosphäre,1971-1980,1981-1990,0.04791832121052322,0.14900043317407513
s42158,atmosphäre,1981-1990,1991-2000,0.027622282617647324,0.19292915916930437
s42158,atmosphäre,1991-2000,2001-2010,0.007773954255977937,0.22588847971008752
