,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.88,0.183,0.535,0.214,0.12,0.083,0.067,0.024,0.006,0.005,0.0
1911-1920,0.88,0.0,0.12,0.548,0.2,0.153,0.28,0.185,0.091,0.029,0.013,0.015
1921-1930,0.183,0.12,0.0,0.178,0.524,0.19,0.064,0.569,0.454,0.067,0.051,0.155
1931-1940,0.535,0.548,0.178,0.0,0.205,0.442,0.621,0.137,0.083,0.183,0.008,0.005
1941-1950,0.214,0.2,0.524,0.205,0.0,0.285,0.144,0.844,0.906,0.118,0.128,0.236
1951-1960,0.12,0.153,0.19,0.442,0.285,0.0,0.439,0.146,0.398,0.574,0.092,0.052
1961-1970,0.083,0.28,0.064,0.621,0.144,0.439,0.0,0.057,0.065,0.756,0.024,0.037
1971-1980,0.067,0.185,0.569,0.137,0.844,0.146,0.057,0.0,0.767,0.024,0.035,0.149
1981-1990,0.024,0.091,0.454,0.083,0.906,0.398,0.065,0.767,0.0,0.144,0.119,0.211
1991-2000,0.006,0.029,0.067,0.183,0.118,0.574,0.756,0.024,0.144,0.0,0.132,0.089
2001-2010,0.005,0.013,0.051,0.008,0.128,0.092,0.024,0.035,0.119,0.132,0.0,0.505
2011-2018,0.0,0.015,0.155,0.005,0.236,0.052,0.037,0.149,0.211,0.089,0.505,0.0
