,1911-1920,1921-1930,1931-1940,1961-1970,1971-1980,1991-2000,2001-2010,2011-2018
1911-1920,0.0,9.819069023668142,17.59169501637645,21.70504406309845,16.210439937368612,15.105409466256733,14.376109826274735,15.526499569405052
1921-1930,9.819069023668142,0.0,20.2634870686099,24.034880440855606,20.342934719567726,18.716102688368313,19.068041763580773,19.160098532456843
1931-1940,17.59169501637645,20.2634870686099,0.0,22.08418182472905,21.113648019467878,22.167239558621187,19.924849831678525,14.628860869707147
1961-1970,21.70504406309845,24.034880440855606,22.08418182472905,0.0,24.675719442529108,24.587549924528705,22.683581248125435,21.948303416651374
1971-1980,16.210439937368612,20.342934719567726,21.113648019467878,24.675719442529108,0.0,14.147549897121118,11.487422859443333,13.715199506066948
1991-2000,15.105409466256733,18.716102688368313,22.167239558621187,24.587549924528705,14.147549897121118,0.0,10.571196815751986,13.650070040405835
2001-2010,14.376109826274735,19.068041763580773,19.924849831678525,22.683581248125435,11.487422859443333,10.571196815751986,0.0,9.93375499164353
2011-2018,15.526499569405052,19.160098532456843,14.628860869707147,21.948303416651374,13.715199506066948,13.650070040405835,9.93375499164353,0.0
