,1901-1910,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.671,0.657,1.0,0.752,0.197,1.0,0.34,1.0,1.0,1.0
1921-1930,0.671,0.0,0.664,0.799,0.604,0.345,0.869,0.342,0.661,0.677,0.341
1931-1940,0.657,0.664,0.0,0.473,1.0,0.866,0.942,0.317,0.656,0.656,0.344
1941-1950,1.0,0.799,0.473,0.0,0.258,0.056,0.351,0.125,1.0,0.354,0.599
1951-1960,0.752,0.604,1.0,0.258,0.0,0.447,0.835,0.082,0.752,0.692,0.197
1961-1970,0.197,0.345,0.866,0.056,0.447,0.0,0.104,0.069,0.207,0.539,0.063
1971-1980,1.0,0.869,0.942,0.351,0.835,0.104,0.0,0.141,1.0,0.735,0.458
1981-1990,0.34,0.342,0.317,0.125,0.082,0.069,0.141,0.0,0.353,0.338,0.335
1991-2000,1.0,0.661,0.656,1.0,0.752,0.207,1.0,0.353,0.0,1.0,1.0
2001-2010,1.0,0.677,0.656,0.354,0.692,0.539,0.735,0.338,1.0,0.0,0.64
2011-2018,1.0,0.341,0.344,0.599,0.197,0.063,0.458,0.335,1.0,0.64,0.0
