,1901-1910,1911-1920,1921-1930,1931-1940,1951-1960
1901-1910,0.0,23.00821220918519,15.454754902667549,18.25270209922456,17.399246166014017
1911-1920,23.00821220918519,0.0,22.176691152713477,22.394072647515163,23.1693629920811
1921-1930,15.454754902667549,22.176691152713477,0.0,17.09404383702899,15.76734879983218
1931-1940,18.25270209922456,22.394072647515163,17.09404383702899,0.0,17.39774087072669
1951-1960,17.399246166014017,23.1693629920811,15.76734879983218,17.39774087072669,0.0
