,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1991-2000,2001-2010,2011-2018
1921-1930,0.0,559.2914353700235,546.7917331465513,527.2033845772781,532.8521336500843,516.4111994386387,546.1928339661266,541.5414148764751,533.994149953517
1931-1940,559.2914353700235,0.0,364.55561811167996,338.2702001004236,349.34084129571886,324.17534645365765,358.6213825597894,360.5917491268091,382.38066608561485
1941-1950,546.7917331465513,364.55561811167996,0.0,191.723562749452,183.52160950705266,199.78892963688085,171.48806346053505,236.99997456581278,239.31798453927777
1951-1960,527.2033845772781,338.2702001004236,191.723562749452,0.0,176.76133534759816,181.38513468384926,192.4155681805129,215.79499158247256,246.56561275994937
1961-1970,532.8521336500843,349.34084129571886,183.52160950705266,176.76133534759816,0.0,171.42579920837443,177.28302679826146,203.3804706082955,235.14960540777778
1971-1980,516.4111994386387,324.17534645365765,199.78892963688085,181.38513468384926,171.42579920837443,0.0,183.5056691986864,202.04292489227623,225.24959963516653
1991-2000,546.1928339661266,358.6213825597894,171.48806346053505,192.4155681805129,177.28302679826146,183.5056691986864,0.0,215.25773400833063,220.42139001460583
2001-2010,541.5414148764751,360.5917491268091,236.99997456581278,215.79499158247256,203.3804706082955,202.04292489227623,215.25773400833063,0.0,258.93738586651307
2011-2018,533.994149953517,382.38066608561485,239.31798453927777,246.56561275994937,235.14960540777778,225.24959963516653,220.42139001460583,258.93738586651307,0.0
