,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1991-2000,2001-2010,2011-2018
1921-1930,0.0,0.787,0.752,0.797,0.688,0.701,0.753,0.714,0.65
1931-1940,0.787,0.0,0.155,0.32,0.188,0.25,0.129,0.297,0.212
1941-1950,0.752,0.155,0.0,0.292,0.63,0.092,0.848,0.304,0.573
1951-1960,0.797,0.32,0.292,0.0,0.633,0.189,0.247,0.591,0.406
1961-1970,0.688,0.188,0.63,0.633,0.0,0.519,0.717,0.904,0.559
1971-1980,0.701,0.25,0.092,0.189,0.519,0.0,0.201,0.628,0.49
1991-2000,0.753,0.129,0.848,0.247,0.717,0.201,0.0,0.622,0.858
2001-2010,0.714,0.297,0.304,0.591,0.904,0.628,0.622,0.0,0.564
2011-2018,0.65,0.212,0.573,0.406,0.559,0.49,0.858,0.564,0.0
