synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s107180,block,1901-1910,1911-1920,0.04035996956817556,0.10236719794443906
s107180,block,1911-1920,1921-1930,0.03820677404027488,0.19680377136510543
s107180,block,1921-1930,1931-1940,0.028612091588772523,0.2561993408550884
s107180,block,1931-1940,1941-1950,0.0063668268923917455,0.2735287622607174
s107180,block,1941-1950,1951-1960,0.005982007542104558,0.274604496877375
s107180,block,1951-1960,1961-1970,0.007500243794520812,0.17173990478496834
s107180,block,1961-1970,1971-1980,0.023291281483661563,0.6774675280278383
s107180,block,1971-1980,1981-1990,0.04021166544625214,0.9262062607088433
s107180,block,1981-1990,1991-2000,0.008587774978277738,0.153787640917617
s107180,block,1991-2000,2001-2010,0.030880355619233118,0.09818007470926003
