timespan_1,timespan_2,distance,drift_magnitude,p_value
1941-1950,1971-1980,3,6.1287956243946855,0.0
1971-1980,1981-1990,1,6.379280651419159,0.0
1931-1940,2011-2018,8,7.74084596906259,0.0
1901-1910,1931-1940,3,8.667678423296515,0.001
1931-1940,2001-2010,7,6.970788590835592,0.001
1901-1910,1961-1970,6,8.438136189747004,0.002
1901-1910,1971-1980,7,8.61616872065464,0.002
1931-1940,1981-1990,5,6.143684960986526,0.002
1921-1930,1971-1980,5,7.342047665771068,0.002
1971-1980,2011-2018,4,7.525782691475585,0.003
1941-1950,2011-2018,7,7.372821880165054,0.004
1941-1950,1961-1970,2,5.507606160242103,0.007
1921-1930,1961-1970,4,6.997492304457082,0.007
1981-1990,2011-2018,3,7.373379092384568,0.008
1941-1950,2001-2010,6,6.576548543216491,0.009
1921-1930,2011-2018,9,8.518658399855614,0.01
1971-1980,2001-2010,3,6.578767608658882,0.011
1901-1910,1921-1930,2,9.092708692401839,0.015
1911-1920,1991-2000,8,10.467584039904866,0.017
1901-1910,1981-1990,8,8.247445599291787,0.018
1901-1910,1941-1950,4,8.196459644046184,0.018
1901-1910,2001-2010,10,8.678651514617457,0.022
1911-1920,2011-2018,10,9.303086489749328,0.024
1961-1970,2011-2018,5,6.8893888860174055,0.029
1911-1920,1971-1980,6,8.119395921388081,0.03
1931-1940,1991-2000,6,8.540402215787156,0.041
1931-1940,1961-1970,3,5.416624818048843,0.043
1901-1910,1911-1920,1,9.853692183639465,0.048
