,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.046,0.166,0.74,0.2,0.191,0.884,0.575,0.952,0.169,0.179,0.818
1911-1920,0.046,0.0,0.139,0.055,0.039,0.17,0.671,0.073,0.597,0.644,0.251,0.429
1921-1930,0.166,0.139,0.0,0.182,0.641,0.674,0.649,0.194,0.312,0.06,0.109,0.143
1931-1940,0.74,0.055,0.182,0.0,0.326,0.234,0.83,0.654,1.0,0.193,0.243,0.428
1941-1950,0.2,0.039,0.641,0.326,0.0,1.0,0.676,0.1,0.375,0.1,0.222,0.24
1951-1960,0.191,0.17,0.674,0.234,1.0,0.0,0.657,0.388,0.504,0.134,0.388,0.826
1961-1970,0.884,0.671,0.649,0.83,0.676,0.657,0.0,0.796,1.0,0.744,0.545,0.719
1971-1980,0.575,0.073,0.194,0.654,0.1,0.388,0.796,0.0,0.829,0.35,0.544,0.338
1981-1990,0.952,0.597,0.312,1.0,0.375,0.504,1.0,0.829,0.0,0.634,0.55,0.854
1991-2000,0.169,0.644,0.06,0.193,0.1,0.134,0.744,0.35,0.634,0.0,0.478,0.949
2001-2010,0.179,0.251,0.109,0.243,0.222,0.388,0.545,0.544,0.55,0.478,0.0,0.752
2011-2018,0.818,0.429,0.143,0.428,0.24,0.826,0.719,0.338,0.854,0.949,0.752,0.0
