synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s9650,bank,1901-1910,1911-1920,0.036762321923239895,0.4013128893910427
s9650,bank,1911-1920,1921-1930,0.08223935221392115,0.1276007827326292
s9650,bank,1921-1930,1931-1940,0.07096297154414516,0.1085888888121867
s9650,bank,1931-1940,1941-1950,0.04225918573754371,0.21346883133087036
s9650,bank,1941-1950,1951-1960,0.08505336614678072,0.16989835750657753
s9650,bank,1951-1960,1961-1970,0.05213661054153817,0.155375209668342
s9650,bank,1961-1970,1971-1980,0.04880354889625476,0.1448562084369835
s9650,bank,1971-1980,1981-1990,0.07733005390680968,0.17173791342278688
s9650,bank,1981-1990,1991-2000,0.10079247657341359,0.33067169027547866
s9650,bank,1991-2000,2001-2010,0.03205406566579662,0.8471361511302075
