,1931-1940,1941-1950,1951-1960,1991-2000,2001-2010,2011-2018
1931-1940,0.0,1.0,1.0,0.769,1.0,1.0
1941-1950,1.0,0.0,1.0,0.904,0.875,0.665
1951-1960,1.0,1.0,0.0,1.0,1.0,1.0
1991-2000,0.769,0.904,1.0,0.0,0.106,0.736
2001-2010,1.0,0.875,1.0,0.106,0.0,0.511
2011-2018,1.0,0.665,1.0,0.736,0.511,0.0
