1991-2000,2001-2010
0.2000827118754387,-0.30671973526477814
0.05201878631487489,-0.4445040225982666
-0.16606810688972473,-0.07940242812037468
0.2993938382714987,-0.28696270287036896
0.25978127866983414,-0.3629680573940277
-0.15788260847330093,0.7824362069368362
0.11117731779813766,0.7458847761154175
-0.861800741404295,0.44455134868621826
0.2183263897895813,0.08935153484344482
0.6314457282423973,-0.8878458440303802
-0.03299632668495178,-0.5911338552832603
-0.5790655761957169,0.519905298948288
-0.362798810005188,0.9645232260227203
-0.34369882196187973,0.738456230610609
0.11539707891643047,-0.6236097048968077
0.14858916029334068,-0.3916466385126114
0.12401534058153629,-0.6876690089702606
0.25065038353204727,-0.11568900942802429
-0.7757030222564936,0.8564181923866272
-0.6374527448788285,0.8030218631029129
0.04214185429736972,0.2431465983390808
-0.6472026258707047,0.6154150515794754
0.7391155585646629,-1.13220976293087
-0.43407856673002243,0.4835343509912491
-0.1816994547843933,-0.13172490894794464
-0.49888457357883453,0.8739134967327118
-0.022641237825155258,-0.40119747817516327
-0.4131233002990484,0.7852623388171196
0.32853737100958824,-1.0593666583299637
-0.7966573089361191,0.9669382870197296
-0.1890869364142418,-0.6567421033978462
0.026115596294403076,0.3211587816476822
0.038653403520584106,-0.47893813252449036
-0.7239649356342852,1.2298136949539185
0.5129460170865059,0.1947435736656189
-0.6444492116570473,0.3221696466207504
0.463081456720829,-1.022361010313034
-0.05955808609724045,-0.3940587341785431
-0.1550266146659851,0.4537023529410362
0.16129460651427507,-0.14703287184238434
-0.045296262949705124,-0.2511156275868416
-0.3974950909614563,0.5570479482412338
0.1468992903828621,0.34049558639526367
0.0312650129199028,0.352205365896225
-0.4701710715889931,1.2591578960418701
0.019719917327165604,0.01922626793384552
-0.33069317415356636,0.9194657951593399
0.1778581440448761,0.521151028573513
0.07516245357692242,0.7995232380926609
-0.3072746992111206,-0.036456987261772156
0.46975475549697876,0.17205387353897095
-0.29905700124800205,0.6959265768527985
0.025570280849933624,-0.11200517416000366
-0.37661612778902054,0.32156723737716675
0.48483065143227577,-0.9168208539485931
1.4177865907549858,-1.967209279537201
-0.23368189670145512,0.258978758007288
0.7529532536864281,0.018052399158477783
0.1477697321679443,-0.26510147750377655
0.2741341385990381,-0.35511044412851334
-1.0766427824273705,1.1748177409172058
-0.40455643087625504,0.6137899458408356
0.2637793719768524,0.5090881586074829
-1.0358826629817486,0.7632358185946941
-1.1667083539068699,1.8500933647155762
2.2917119339108467,-1.0516124963760376
0.13048364408314228,-0.656767301261425
-0.38167449831962585,0.13123592734336853
-0.7378340568393469,0.9743213057518005
-0.39743079245090485,0.8893171697854996
-0.3161141276359558,0.5084721744060516
0.3420656882226467,-0.7713012062013149
0.07099748402833939,-0.4671265035867691
0.03901849314570427,0.09133823215961456
0.24839242547750473,-0.9812299907207489
0.29391130339354277,-0.6646678149700165
