,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.784,0.648,0.904,0.425,0.35,0.474,0.745,0.124,0.489,0.487,0.571
1911-1920,0.784,0.0,0.289,0.803,0.317,0.335,0.388,0.387,0.32,0.294,0.455,0.735
1921-1930,0.648,0.289,0.0,0.349,0.219,0.174,0.315,0.311,0.247,0.384,0.712,0.185
1931-1940,0.904,0.803,0.349,0.0,0.413,0.288,0.644,0.413,0.267,0.388,0.584,0.502
1941-1950,0.425,0.317,0.219,0.413,0.0,0.688,0.763,0.781,0.258,0.384,0.375,0.799
1951-1960,0.35,0.335,0.174,0.288,0.688,0.0,0.849,0.516,0.319,0.221,0.315,0.686
1961-1970,0.474,0.388,0.315,0.644,0.763,0.849,0.0,0.753,0.178,0.44,0.527,0.48
1971-1980,0.745,0.387,0.311,0.413,0.781,0.516,0.753,0.0,0.266,0.685,0.59,1.0
1981-1990,0.124,0.32,0.247,0.267,0.258,0.319,0.178,0.266,0.0,0.095,0.167,0.264
1991-2000,0.489,0.294,0.384,0.388,0.384,0.221,0.44,0.685,0.095,0.0,0.238,0.171
2001-2010,0.487,0.455,0.712,0.584,0.375,0.315,0.527,0.59,0.167,0.238,0.0,0.357
2011-2018,0.571,0.735,0.185,0.502,0.799,0.686,0.48,1.0,0.264,0.171,0.357,0.0
