,1901-1910,1911-1920,1961-1970,1971-1980,1981-1990,1991-2000
1901-1910,0.0,0.128,0.166,0.191,0.778,1.0
1911-1920,0.128,0.0,0.661,0.432,0.846,0.44
1961-1970,0.166,0.661,0.0,0.473,1.0,0.256
1971-1980,0.191,0.432,0.473,0.0,1.0,1.0
1981-1990,0.778,0.846,1.0,1.0,0.0,1.0
1991-2000,1.0,0.44,0.256,1.0,1.0,0.0
