timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,2001-2010,10,3.836125435848891,0.0
1911-1920,2001-2010,9,3.82358422153296,0.0
1911-1920,1991-2000,8,3.741037266826074,0.0
1941-1950,2001-2010,6,3.9511911115511107,0.0
1931-1940,2001-2010,7,3.5486857490259287,0.0
1941-1950,1991-2000,5,3.9689834489388782,0.0
1951-1960,1991-2000,4,3.4336886416243755,0.0
1931-1940,1991-2000,6,3.3480334805510474,0.0
1971-1980,1991-2000,2,4.140861376323799,0.0
1971-1980,2001-2010,3,4.129672397294437,0.0
1951-1960,2001-2010,5,3.5561261001700033,0.001
1901-1910,1991-2000,9,3.6150767744005594,0.001
1981-1990,1991-2000,1,3.4677191191704093,0.001
1931-1940,1971-1980,4,3.0662697011685074,0.002
1981-1990,2001-2010,2,3.380532721694518,0.003
1911-1920,2011-2018,10,3.6531443011114493,0.003
1921-1930,1991-2000,7,3.3979139227642428,0.005
1931-1940,2011-2018,8,2.7123059869397608,0.005
1921-1930,2001-2010,8,3.439979372208883,0.006
1961-1970,1971-1980,1,3.45968361194536,0.006
1911-1920,1941-1950,3,3.7063453307076974,0.006
1911-1920,1931-1940,2,3.0113760784112973,0.007
1961-1970,2001-2010,4,2.8749884399766548,0.008
1911-1920,1951-1960,4,3.63896542585609,0.008
1911-1920,1971-1980,6,4.246092243567695,0.009
1901-1910,1971-1980,7,3.939491030400321,0.01
1991-2000,2011-2018,2,2.7101668647798953,0.011
1961-1970,1991-2000,3,2.6329821269300124,0.011
1901-1910,2011-2018,11,3.4489057822114666,0.012
1911-1920,1961-1970,5,3.2691091034785336,0.012
1911-1920,1981-1990,7,3.8282076791214106,0.015
2001-2010,2011-2018,1,2.749138907361993,0.015
1941-1950,1961-1970,2,3.11787960538306,0.018
1931-1940,1981-1990,5,2.7598750817861584,0.018
1901-1910,1981-1990,8,3.6352838074486193,0.02
1901-1910,1941-1950,4,3.358929379197732,0.022
1921-1930,1971-1980,5,3.429026294763071,0.033
1931-1940,1941-1950,1,2.411935287378169,0.033
1961-1970,1981-1990,2,2.911639853362253,0.036
1901-1910,1951-1960,5,3.1478342019331444,0.04
1921-1930,2011-2018,9,3.099920108694276,0.045
1941-1950,2011-2018,7,2.6551083366582295,0.048
