,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.346,0.4,0.941,0.632,0.731,0.344,0.601,0.714,0.436,0.874,0.752
1911-1920,0.346,0.0,0.785,0.39,0.118,0.335,0.099,0.101,1.0,0.231,0.253,0.31
1921-1930,0.4,0.785,0.0,0.8,0.111,0.174,0.082,0.224,0.756,0.695,0.402,0.263
1931-1940,0.941,0.39,0.8,0.0,0.91,0.892,0.56,0.904,1.0,0.756,0.903,0.707
1941-1950,0.632,0.118,0.111,0.91,0.0,1.0,1.0,0.406,0.498,0.6,0.562,0.48
1951-1960,0.731,0.335,0.174,0.892,1.0,0.0,0.812,0.394,0.319,0.647,0.544,0.603
1961-1970,0.344,0.099,0.082,0.56,1.0,0.812,0.0,0.246,0.5,0.315,0.355,0.478
1971-1980,0.601,0.101,0.224,0.904,0.406,0.394,0.246,0.0,0.768,0.4,0.396,0.207
1981-1990,0.714,1.0,0.756,1.0,0.498,0.319,0.5,0.768,0.0,0.725,0.83,0.506
1991-2000,0.436,0.231,0.695,0.756,0.6,0.647,0.315,0.4,0.725,0.0,0.6,0.493
2001-2010,0.874,0.253,0.402,0.903,0.562,0.544,0.355,0.396,0.83,0.6,0.0,0.377
2011-2018,0.752,0.31,0.263,0.707,0.48,0.603,0.478,0.207,0.506,0.493,0.377,0.0
