synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s25671,kartenspiel,1901-1910,1911-1920,0.027904259988392573,0.17581933136334288
s25671,kartenspiel,1911-1920,1921-1930,0.020070886564856966,0.1334100138433338
s25671,kartenspiel,1921-1930,1931-1940,0.045021089829030345,0.19620251911441697
s25671,kartenspiel,1931-1940,1941-1950,0.047371856342427535,0.16726726598554748
s25671,kartenspiel,1941-1950,1951-1960,0.012813672409932529,0.5929061603364767
s25671,kartenspiel,1951-1960,1961-1970,0.04947928604004421,0.7030689043050117
s25671,kartenspiel,1961-1970,1971-1980,0.07446412285771657,0.6761478281854078
s25671,kartenspiel,1971-1980,1981-1990,0.02023557914205614,0.2010186881609834
s25671,kartenspiel,1981-1990,1991-2000,0.11374833377181957,0.16929339644924693
s25671,kartenspiel,1991-2000,2001-2010,0.04456142102892752,0.45983182094297187
