,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.134,0.608,0.492,0.162,0.445,0.333,0.187,0.209,0.462,0.021,0.063
1911-1920,0.134,0.0,0.184,0.272,0.877,0.064,0.217,0.087,0.005,0.343,0.003,0.031
1921-1930,0.608,0.184,0.0,0.801,0.27,0.798,0.7,0.443,0.374,0.96,0.042,0.407
1931-1940,0.492,0.272,0.801,0.0,0.267,0.491,0.692,0.231,0.146,0.922,0.055,0.092
1941-1950,0.162,0.877,0.27,0.267,0.0,0.065,0.288,0.079,0.015,0.498,0.002,0.036
1951-1960,0.445,0.064,0.798,0.491,0.065,0.0,0.838,0.73,0.868,0.531,0.206,0.633
1961-1970,0.333,0.217,0.7,0.692,0.288,0.838,0.0,0.411,0.217,0.75,0.129,0.293
1971-1980,0.187,0.087,0.443,0.231,0.079,0.73,0.411,0.0,0.673,0.378,0.044,0.145
1981-1990,0.209,0.005,0.374,0.146,0.015,0.868,0.217,0.673,0.0,0.297,0.444,0.644
1991-2000,0.462,0.343,0.96,0.922,0.498,0.531,0.75,0.378,0.297,0.0,0.056,0.217
2001-2010,0.021,0.003,0.042,0.055,0.002,0.206,0.129,0.044,0.444,0.056,0.0,0.286
2011-2018,0.063,0.031,0.407,0.092,0.036,0.633,0.293,0.145,0.644,0.217,0.286,0.0
