synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s106689,maske,1901-1910,1911-1920,0.03241087931939272,0.10861358402114275
s106689,maske,1911-1920,1921-1930,0.019486264746732603,0.12488558292658074
s106689,maske,1921-1930,1931-1940,0.007405657583176385,0.198956435744818
s106689,maske,1931-1940,1941-1950,0.015972148149801704,0.23487988567686796
s106689,maske,1941-1950,1951-1960,0.01648220738178484,0.08945577861539494
s106689,maske,1951-1960,1961-1970,0.03527708343210678,0.40708654889225243
s106689,maske,1961-1970,1971-1980,0.018373212964973407,0.21739108598583187
s106689,maske,1971-1980,1981-1990,0.022120874841586022,0.17966597759119507
s106689,maske,1981-1990,1991-2000,0.024592766012481088,0.10751233374580864
s106689,maske,1991-2000,2001-2010,0.018695794513198763,0.06894456971954563
