synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s10649,blatt,1901-1910,1911-1920,0.08337491636574981,0.08735804480609444
s10649,blatt,1911-1920,1921-1930,0.08499121219192782,0.014824572845620148
s10649,blatt,1921-1930,1931-1940,0.07786212237641679,0.040800613326624345
s10649,blatt,1931-1940,1941-1950,0.4608909878890415,0.4599886633406626
s10649,blatt,1941-1950,1951-1960,0.5736402590670342,0.18011621655064514
s10649,blatt,1951-1960,1961-1970,0.24653598618116165,0.11123677584313324
s10649,blatt,1961-1970,1971-1980,0.3149190057826535,0.0397081083152003
s10649,blatt,1971-1980,1981-1990,0.5102031061761622,0.06643385282075845
s10649,blatt,1981-1990,1991-2000,0.30900397340780655,0.07212056359584122
s10649,blatt,1991-2000,2001-2010,0.10826343925294517,0.021964515073601452
