,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1991-2000
1911-1920,0.0,0.529,1.0,0.639,1.0,1.0
1921-1930,0.529,0.0,0.592,0.785,0.246,0.253
1931-1940,1.0,0.592,0.0,0.591,0.248,0.228
1941-1950,0.639,0.785,0.591,0.0,0.325,0.334
1951-1960,1.0,0.246,0.248,0.325,0.0,1.0
1991-2000,1.0,0.253,0.228,0.334,1.0,0.0
