synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s11135,kartenspiel,1901-1910,1911-1920,0.01472118477185597,0.09349783616562768
s11135,kartenspiel,1911-1920,1921-1930,0.010621647365347115,0.17881609102644028
s11135,kartenspiel,1921-1930,1931-1940,0.05590574303440777,0.4390724404027188
s11135,kartenspiel,1931-1940,1941-1950,0.044400362067671305,0.34577968131733644
s11135,kartenspiel,1941-1950,1951-1960,0.07911448377293101,0.4478154193277775
s11135,kartenspiel,1951-1960,1961-1970,0.026508505724916087,0.14676478923767033
s11135,kartenspiel,1961-1970,1971-1980,0.0879766343817323,0.15951891140352584
s11135,kartenspiel,1971-1980,1981-1990,0.014736426727161942,0.1276999521713702
s11135,kartenspiel,1981-1990,1991-2000,0.04457023663270414,0.16590463632803498
s11135,kartenspiel,1991-2000,2001-2010,0.010636343099130273,0.4368481775523733
