synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s47572,schimmel,1901-1910,1911-1920,0.07680685740965126,1.005856090239643
s47572,schimmel,1911-1920,1921-1930,0.01570680126952497,0.13868089207113027
s47572,schimmel,1921-1930,1931-1940,0.031589178412170564,0.27805099648473713
s47572,schimmel,1931-1940,1941-1950,0.014498916919669352,0.18996505735072802
s47572,schimmel,1941-1950,1951-1960,0.05238335915207166,0.25145941068655353
s47572,schimmel,1951-1960,1961-1970,0.01263780314691587,0.3661038600510377
s47572,schimmel,1961-1970,1971-1980,0.01442362448189152,0.2165580806996852
s47572,schimmel,1971-1980,1981-1990,0.020940300537278626,0.13396989785164876
s47572,schimmel,1981-1990,1991-2000,0.03173907651740606,0.25067117227044816
s47572,schimmel,1991-2000,2001-2010,0.020921033361954968,0.21020353042677653
