timespan_1,timespan_2,distance,drift_magnitude,p_value
1941-1950,1961-1970,2,281.0686253998007,0.0
1911-1920,1961-1970,5,321.34011068499746,0.001
1961-1970,1971-1980,1,253.00451793863323,0.008
1961-1970,2011-2018,5,319.1441990671283,0.009
1941-1950,1991-2000,5,251.74692557924587,0.014
1901-1910,1941-1950,4,272.4974154685815,0.018
1961-1970,2001-2010,4,256.7726606527766,0.018
1941-1950,1951-1960,1,244.2641462172355,0.02
1931-1940,1961-1970,3,264.0659128106856,0.023
1941-1950,2001-2010,6,252.41315636444654,0.024
1911-1920,1941-1950,3,255.59345861553746,0.027
1911-1920,1951-1960,4,269.2625453611777,0.027
1931-1940,1941-1950,1,259.1947152773098,0.027
1911-1920,1971-1980,6,252.39326208287423,0.028
1901-1910,1961-1970,6,277.5897374834617,0.032
1911-1920,1991-2000,8,259.0037767078947,0.037
1941-1950,2011-2018,7,261.1552624978496,0.037
1941-1950,1971-1980,3,227.44674295312228,0.044
