,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.118,0.037,0.02,0.045,0.054,0.727,0.574,0.022,0.324,0.246,0.185
1911-1920,0.118,0.0,0.644,0.309,0.115,0.532,0.82,0.599,0.155,0.027,0.751,0.124
1921-1930,0.037,0.644,0.0,0.405,0.109,0.383,0.627,0.79,0.447,0.059,0.608,0.073
1931-1940,0.02,0.309,0.405,0.0,0.05,0.442,0.601,0.548,0.563,0.191,0.369,0.31
1941-1950,0.045,0.115,0.109,0.05,0.0,0.324,0.514,0.842,0.805,0.55,0.476,0.374
1951-1960,0.054,0.532,0.383,0.442,0.324,0.0,0.814,0.798,0.68,0.75,0.879,0.739
1961-1970,0.727,0.82,0.627,0.601,0.514,0.814,0.0,1.0,0.577,0.463,1.0,1.0
1971-1980,0.574,0.599,0.79,0.548,0.842,0.798,1.0,0.0,0.721,0.51,1.0,1.0
1981-1990,0.022,0.155,0.447,0.563,0.805,0.68,0.577,0.721,0.0,0.307,0.557,0.36
1991-2000,0.324,0.027,0.059,0.191,0.55,0.75,0.463,0.51,0.307,0.0,0.654,0.41
2001-2010,0.246,0.751,0.608,0.369,0.476,0.879,1.0,1.0,0.557,0.654,0.0,1.0
2011-2018,0.185,0.124,0.073,0.31,0.374,0.739,1.0,1.0,0.36,0.41,1.0,0.0
