synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s110427,fuß,1901-1910,1911-1920,0.01155855624520778,0.4408968061457821
s110427,fuß,1911-1920,1921-1930,0.026308687527946507,0.2351308897478913
s110427,fuß,1921-1930,1931-1940,0.01774788174562852,0.39547141909476663
s110427,fuß,1931-1940,1941-1950,0.012263171999629913,0.3679431654662756
s110427,fuß,1941-1950,1951-1960,0.19382748269606723,1.4676967230468665
s110427,fuß,1951-1960,1961-1970,0.13434230098506816,0.8351409871359778
s110427,fuß,1961-1970,1971-1980,0.17794988905392017,0.13595077731044378
s110427,fuß,1971-1980,1981-1990,0.18130236896237664,0.239542067665102
s110427,fuß,1981-1990,1991-2000,0.10607322809080273,0.9521734977133388
s110427,fuß,1991-2000,2001-2010,0.04728410359050414,0.8043503400395653
