,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.339,0.3,0.659,0.632,0.972,0.377,0.134,0.866,0.756,0.472,0.744
1911-1920,0.339,0.0,0.507,0.392,0.405,0.277,0.538,0.399,0.709,0.144,0.335,0.126
1921-1930,0.3,0.507,0.0,0.728,0.476,0.312,0.776,0.097,0.636,0.079,0.677,0.134
1931-1940,0.659,0.392,0.728,0.0,0.773,0.546,0.685,0.093,0.822,0.921,0.885,0.849
1941-1950,0.632,0.405,0.476,0.773,0.0,0.746,0.378,0.655,1.0,0.643,0.453,0.515
1951-1960,0.972,0.277,0.312,0.546,0.746,0.0,0.323,0.202,1.0,0.872,0.538,0.861
1961-1970,0.377,0.538,0.776,0.685,0.378,0.323,0.0,0.122,0.514,0.311,0.715,0.235
1971-1980,0.134,0.399,0.097,0.093,0.655,0.202,0.122,0.0,0.308,0.044,0.086,0.1
1981-1990,0.866,0.709,0.636,0.822,1.0,1.0,0.514,0.308,0.0,0.761,0.711,0.791
1991-2000,0.756,0.144,0.079,0.921,0.643,0.872,0.311,0.044,0.761,0.0,0.544,0.966
2001-2010,0.472,0.335,0.677,0.885,0.453,0.538,0.715,0.086,0.711,0.544,0.0,0.384
2011-2018,0.744,0.126,0.134,0.849,0.515,0.861,0.235,0.1,0.791,0.966,0.384,0.0
