timespan_1,timespan_2,distance,drift_magnitude,p_value
1921-1930,1961-1970,4,4.960228489393682,0.0
1921-1930,1931-1940,1,4.150816798989181,0.003
1901-1910,1961-1970,6,3.743156272531217,0.004
1931-1940,2011-2018,8,5.887810825238161,0.005
1941-1950,1961-1970,2,4.504825450310315,0.023
1901-1910,2011-2018,11,5.425287150010593,0.026
1941-1950,2011-2018,7,6.254559340126873,0.029
1911-1920,2011-2018,10,5.703911489916325,0.035
1921-1930,1981-1990,6,4.045340620555421,0.037
1931-1940,1961-1970,3,3.131542022897441,0.042
1981-1990,2011-2018,3,5.779996584147128,0.042
