,1911-1920,1931-1940,1941-1950,1971-1980
1911-1920,0.0,18.901046449413435,18.312290409919964,26.98223750669413
1931-1940,18.901046449413435,0.0,10.531168218934344,19.427334479285427
1941-1950,18.312290409919964,10.531168218934344,0.0,20.772897051877933
1971-1980,26.98223750669413,19.427334479285427,20.772897051877933,0.0
