,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1911-1920,0.0,80.07986062170541,43.915574951459206,79.37257730585046,49.746175447800894,48.2452950731914,47.098520209063,42.809502609097414,44.222824526779156,40.62088412156237,37.299809977622516
1921-1930,80.07986062170541,0.0,74.33268293973792,72.10211400615015,72.18966878636718,74.48312706301962,70.36995769706476,81.37290421613103,77.07781440875763,66.85597373247276,71.0786012544721
1931-1940,43.915574951459206,74.33268293973792,0.0,69.9303599086153,45.46036407344639,48.4562326514684,30.6441640580331,39.94970333876316,25.724414084702417,23.957978670602685,26.078562723015306
1941-1950,79.37257730585046,72.10211400615015,69.9303599086153,0.0,67.41792253664825,72.67838981416935,65.29641337845119,73.31684741509726,71.31076169655296,62.77198245416141,67.37584412318247
1951-1960,49.746175447800894,72.18966878636718,45.46036407344639,67.41792253664825,0.0,42.95001543021461,44.79183264894469,47.62160685649174,44.4364622706918,42.09787755476724,37.327556091820576
1961-1970,48.2452950731914,74.48312706301962,48.4562326514684,72.67838981416935,42.95001543021461,0.0,52.43929038675416,46.61553603158237,48.82079078732025,45.58992128926404,37.07256074301735
1971-1980,47.098520209063,70.36995769706476,30.6441640580331,65.29641337845119,44.79183264894469,52.43929038675416,0.0,42.79461357807086,33.1809924141808,26.90602211122367,30.73138183637666
1981-1990,42.809502609097414,81.37290421613103,39.94970333876316,73.31684741509726,47.62160685649174,46.61553603158237,42.79461357807086,0.0,40.373791763833545,36.33171275245971,34.110379095168625
1991-2000,44.222824526779156,77.07781440875763,25.724414084702417,71.31076169655296,44.4364622706918,48.82079078732025,33.1809924141808,40.373791763833545,0.0,26.305500710504017,24.9910351328013
2001-2010,40.62088412156237,66.85597373247276,23.957978670602685,62.77198245416141,42.09787755476724,45.58992128926404,26.90602211122367,36.33171275245971,26.305500710504017,0.0,22.72185434112756
2011-2018,37.299809977622516,71.0786012544721,26.078562723015306,67.37584412318247,37.327556091820576,37.07256074301735,30.73138183637666,34.110379095168625,24.9910351328013,22.72185434112756,0.0
