,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1911-1920,0.0,0.751,0.984,0.54,0.813,0.775,0.898,1.0,0.967,0.98,0.976
1921-1930,0.751,0.0,0.58,1.0,0.678,0.516,0.594,0.346,0.485,0.711,0.555
1931-1940,0.984,0.58,0.0,0.715,0.817,0.425,0.526,0.98,0.529,0.576,0.454
1941-1950,0.54,1.0,0.715,0.0,0.608,0.573,0.644,0.396,0.645,0.826,0.648
1951-1960,0.813,0.678,0.817,0.608,0.0,0.896,0.843,0.835,0.82,0.874,0.922
1961-1970,0.775,0.516,0.425,0.573,0.896,0.0,0.306,0.641,0.349,0.417,0.816
1971-1980,0.898,0.594,0.526,0.644,0.843,0.306,0.0,0.872,0.222,0.671,0.362
1981-1990,1.0,0.346,0.98,0.396,0.835,0.641,0.872,0.0,0.953,0.984,0.981
1991-2000,0.967,0.485,0.529,0.645,0.82,0.349,0.222,0.953,0.0,0.231,0.415
2001-2010,0.98,0.711,0.576,0.826,0.874,0.417,0.671,0.984,0.231,0.0,0.548
2011-2018,0.976,0.555,0.454,0.648,0.922,0.816,0.362,0.981,0.415,0.548,0.0
