timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1941-1950,4,4.4939468646360545,0.002
1941-1950,1961-1970,2,11.060325334319499,0.005
1931-1940,1961-1970,3,10.411889264842063,0.009
1911-1920,1961-1970,5,11.068386945528115,0.013
1901-1910,1961-1970,6,9.978524296241893,0.017
1921-1930,1941-1950,2,4.821612790701709,0.019
1901-1910,2001-2010,9,5.454780147798424,0.024
1941-1950,2001-2010,5,5.09846405314704,0.025
1961-1970,2011-2018,4,12.139794193131133,0.026
1961-1970,2001-2010,3,10.888642948661108,0.033
1901-1910,1931-1940,3,3.9723579473653476,0.035
1901-1910,2011-2018,10,5.9031854977300116,0.036
1941-1950,2011-2018,6,5.352399822218545,0.037
1911-1920,1941-1950,3,4.508041386685589,0.044
