timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1931-1940,3,6.089835883103483,0.0
1901-1910,1961-1970,6,6.00386250146343,0.0
1931-1940,1961-1970,3,6.084522490264287,0.0
1921-1930,1931-1940,1,6.643241237512573,0.0
1931-1940,1971-1980,4,6.4583857895924295,0.0
1901-1910,1971-1980,7,6.17383868524822,0.001
1901-1910,1921-1930,2,6.432049179261891,0.001
1911-1920,1971-1980,6,6.165462037002649,0.001
1931-1940,1981-1990,5,5.775701020178257,0.001
1901-1910,1911-1920,1,5.683975718852425,0.003
1901-1910,1951-1960,5,6.517326314851985,0.004
1911-1920,1931-1940,2,5.562477018680155,0.006
1931-1940,1951-1960,2,6.416068626949562,0.007
1931-1940,2001-2010,7,7.49676514709448,0.015
1901-1910,2011-2018,11,7.7883764752696445,0.019
1921-1930,1971-1980,5,6.291255998900767,0.027
1901-1910,2001-2010,10,7.222136462813489,0.027
1901-1910,1981-1990,8,5.14830344355074,0.041
1921-1930,1961-1970,4,6.078168410362465,0.044
