synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s50922,schimmel,1901-1910,1911-1920,0.008731092816814206,0.6537809806515893
s50922,schimmel,1911-1920,1921-1930,0.02028319872859078,0.2531624024505536
s50922,schimmel,1921-1930,1931-1940,0.015580280711948275,0.24983577970482823
s50922,schimmel,1931-1940,1941-1950,0.01771931545763871,0.594746641396852
s50922,schimmel,1941-1950,1951-1960,0.018043063683875767,0.13049435006272223
s50922,schimmel,1951-1960,1961-1970,0.027393675896686332,0.21184962984764663
s50922,schimmel,1961-1970,1971-1980,0.006330075148047393,0.3553909749010837
s50922,schimmel,1971-1980,1981-1990,0.02772924769736697,0.7362301883016379
s50922,schimmel,1981-1990,1991-2000,0.04625846263982028,0.8870312628606909
s50922,schimmel,1991-2000,2001-2010,0.010356959792231871,0.3851510104446554
