,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.003,0.001,0.0,0.069,0.004,0.0,0.001,0.041,0.12,0.027,0.019
1911-1920,0.003,0.0,0.059,0.006,0.507,0.088,0.053,0.001,0.078,0.72,0.157,0.089
1921-1930,0.001,0.059,0.0,0.0,0.152,0.05,0.044,0.027,0.2,0.83,0.75,0.603
1931-1940,0.0,0.006,0.0,0.0,0.473,0.007,0.0,0.0,0.001,0.308,0.015,0.44
1941-1950,0.069,0.507,0.152,0.473,0.0,0.731,0.633,0.326,0.617,0.947,0.539,0.863
1951-1960,0.004,0.088,0.05,0.007,0.731,0.0,0.221,0.284,0.125,0.757,0.185,0.447
1961-1970,0.0,0.053,0.044,0.0,0.633,0.221,0.0,0.656,0.602,0.973,0.384,0.599
1971-1980,0.001,0.001,0.027,0.0,0.326,0.284,0.656,0.0,0.38,0.845,0.341,0.272
1981-1990,0.041,0.078,0.2,0.001,0.617,0.125,0.602,0.38,0.0,0.984,0.599,0.355
1991-2000,0.12,0.72,0.83,0.308,0.947,0.757,0.973,0.845,0.984,0.0,0.847,0.917
2001-2010,0.027,0.157,0.75,0.015,0.539,0.185,0.384,0.341,0.599,0.847,0.0,0.657
2011-2018,0.019,0.089,0.603,0.44,0.863,0.447,0.599,0.272,0.355,0.917,0.657,0.0
