synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s10304,tor,1901-1910,1911-1920,0.0064746358860243635,0.24897565923547152
s10304,tor,1911-1920,1921-1930,0.004137183424846663,0.31097695350869936
s10304,tor,1921-1930,1931-1940,0.0029972793860436517,0.1906422939926066
s10304,tor,1931-1940,1941-1950,0.010502335669741297,0.698627470274686
s10304,tor,1941-1950,1951-1960,0.018928126041236264,0.5385029083416955
s10304,tor,1951-1960,1961-1970,0.0077351681968363785,0.549965770234855
s10304,tor,1961-1970,1971-1980,0.012502453302467045,0.35645888594400754
s10304,tor,1971-1980,1981-1990,0.011793893512550696,0.0774504316999926
s10304,tor,1981-1990,1991-2000,0.007872047492206057,0.1898874839156371
s10304,tor,1991-2000,2001-2010,0.010071582173686573,0.28759756736959063
