,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.687,0.169,0.468,0.181,0.241,0.081,0.026,0.114,0.011,0.055,0.02
1911-1920,0.687,0.0,0.793,0.526,0.385,0.526,0.126,0.075,0.059,0.009,0.057,0.027
1921-1930,0.169,0.793,0.0,0.76,0.436,0.793,0.456,0.119,0.06,0.007,0.061,0.028
1931-1940,0.468,0.526,0.76,0.0,0.767,0.393,0.234,0.091,0.16,0.025,0.118,0.063
1941-1950,0.181,0.385,0.436,0.767,0.0,0.515,0.165,0.1,0.138,0.05,0.232,0.16
1951-1960,0.241,0.526,0.793,0.393,0.515,0.0,0.507,0.256,0.093,0.023,0.153,0.152
1961-1970,0.081,0.126,0.456,0.234,0.165,0.507,0.0,0.939,0.114,0.097,0.272,0.078
1971-1980,0.026,0.075,0.119,0.091,0.1,0.256,0.939,0.0,0.098,0.07,0.34,0.036
1981-1990,0.114,0.059,0.06,0.16,0.138,0.093,0.114,0.098,0.0,0.256,0.28,0.235
1991-2000,0.011,0.009,0.007,0.025,0.05,0.023,0.097,0.07,0.256,0.0,0.308,0.503
2001-2010,0.055,0.057,0.061,0.118,0.232,0.153,0.272,0.34,0.28,0.308,0.0,0.357
2011-2018,0.02,0.027,0.028,0.063,0.16,0.152,0.078,0.036,0.235,0.503,0.357,0.0
