,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010
1901-1910,0.0,46.69149285270228,107.23727096219662,160.1302069704279,72.56310147493102,164.4975600892641,74.37028098011587,82.58810793490157,78.87589346541824,111.7404950083166
1911-1920,46.69149285270228,0.0,112.43781153160154,165.16042185255154,74.39916172996335,166.9773462885681,76.06381410132745,88.5473838094365,61.96311450731395,119.18459478881955
1921-1930,107.23727096219662,112.43781153160154,0.0,128.60228823543548,84.20070601463583,141.9526477052843,91.19614019438015,86.43917243944009,123.5171668375991,106.27949436375573
1931-1940,160.1302069704279,165.16042185255154,128.60228823543548,0.0,137.21632289011262,167.25590109315905,143.7989127853044,137.968585369184,172.29087123733729,147.73953409724768
1941-1950,72.56310147493102,74.39916172996335,84.20070601463583,137.21632289011262,0.0,146.0354650900899,62.447466631512704,65.95970633444948,85.90340647164307,96.1348759420207
1951-1960,164.4975600892641,166.9773462885681,141.9526477052843,167.25590109315905,146.0354650900899,0.0,150.81441990124117,146.2003975241921,171.2258601133657,148.45361660915233
1961-1970,74.37028098011587,76.06381410132745,91.19614019438015,143.7989127853044,62.447466631512704,150.81441990124117,0.0,72.36404851218032,89.87352830547724,99.14214038375547
1971-1980,82.58810793490157,88.5473838094365,86.43917243944009,137.968585369184,65.95970633444948,146.2003975241921,72.36404851218032,0.0,101.82545293011168,98.99542243313358
1981-1990,78.87589346541824,61.96311450731395,123.5171668375991,172.29087123733729,85.90340647164307,171.2258601133657,89.87352830547724,101.82545293011168,0.0,124.94561602954296
2001-2010,111.7404950083166,119.18459478881955,106.27949436375573,147.73953409724768,96.1348759420207,148.45361660915233,99.14214038375547,98.99542243313358,124.94561602954296,0.0
