timespan_1,timespan_2,distance,drift_magnitude,p_value
1911-1920,1991-2000,8,3.072672876277448,0.0
1911-1920,2001-2010,9,2.7977414110758816,0.0
1911-1920,1981-1990,7,3.344706116462418,0.0
1901-1910,2001-2010,10,2.9746277404630797,0.001
1911-1920,2011-2018,10,2.7291608839620287,0.001
1901-1910,2011-2018,11,3.108112352165303,0.001
1941-1950,2011-2018,7,3.0780692290903984,0.001
1901-1910,1991-2000,9,3.341314877497672,0.002
1941-1950,2001-2010,6,3.062148166832603,0.002
1911-1920,1971-1980,6,2.9832677930266507,0.002
1911-1920,1931-1940,2,2.4806026458372705,0.003
1941-1950,1991-2000,5,3.118965297876206,0.005
1971-1980,2011-2018,4,2.9317071330772726,0.006
1911-1920,1941-1950,3,2.803486554683154,0.006
1911-1920,1961-1970,5,2.558017631333917,0.009
1941-1950,1981-1990,4,3.2501899791091007,0.009
1971-1980,2001-2010,3,2.628400775446542,0.017
1911-1920,1921-1930,1,2.354813429117538,0.02
1911-1920,1951-1960,4,2.4922186815255145,0.024
1931-1940,2011-2018,8,2.353132633293832,0.026
1901-1910,1941-1950,4,3.2844863068110812,0.027
1931-1940,1941-1950,1,2.8279360861637945,0.027
1971-1980,1991-2000,2,2.7976056793589046,0.034
1981-1990,2011-2018,3,2.43751808404051,0.039
1901-1910,1981-1990,8,3.105851612420429,0.04
