,1901-1910,1911-1920,1921-1930,1931-1940,1951-1960
1901-1910,0.0,17.103099631173546,11.33281119992946,11.500037118733061,10.933981657797254
1911-1920,17.103099631173546,0.0,14.287550214359376,16.473545431448287,16.44683686782682
1921-1930,11.33281119992946,14.287550214359376,0.0,10.63074164966793,10.53676859432121
1931-1940,11.500037118733061,16.473545431448287,10.63074164966793,0.0,9.183407834936107
1951-1960,10.933981657797254,16.44683686782682,10.53676859432121,9.183407834936107,0.0
