event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1901-1910,1911-1920,6.121210644484829,0.002,6,"1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970",consecutive
1,1931-1940,1941-1950,6.194464767078247,0.015,1,1941-1950,consecutive
2,1941-1950,1951-1960,8.3625112246939,0.028,1,1951-1960,consecutive
3,1951-1960,1961-1970,8.973402842328818,0.002,3,"1961-1970,1971-1980,1981-1990",consecutive
4,1911-1920,1931-1940,7.039873150811643,0.048,2,"1921-1930,1931-1940",sudden_shift
5,1961-1970,2001-2010,7.434484254499985,0.043,3,"1971-1980,1981-1990,2001-2010",sudden_shift
