,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,2001-2010,2011-2018
1901-1910,0.0,0.002,0.022,0.004,0.0,0.002,0.025,0.064,0.051,0.004,0.254
1911-1920,0.002,0.0,0.054,0.048,0.077,0.013,0.169,0.1,0.743,0.08,0.153
1921-1930,0.022,0.054,0.0,0.067,0.392,0.045,0.594,0.495,0.324,0.086,0.398
1931-1940,0.004,0.048,0.067,0.0,0.015,0.231,0.096,0.248,0.141,0.189,0.544
1941-1950,0.0,0.077,0.392,0.015,0.0,0.028,0.471,0.374,0.493,0.117,0.298
1951-1960,0.002,0.013,0.045,0.231,0.028,0.0,0.002,0.003,0.002,0.136,0.498
1961-1970,0.025,0.169,0.594,0.096,0.471,0.002,0.0,0.746,0.838,0.043,0.157
1971-1980,0.064,0.1,0.495,0.248,0.374,0.003,0.746,0.0,0.247,0.078,0.341
1981-1990,0.051,0.743,0.324,0.141,0.493,0.002,0.838,0.247,0.0,0.26,0.439
2001-2010,0.004,0.08,0.086,0.189,0.117,0.136,0.043,0.078,0.26,0.0,0.578
2011-2018,0.254,0.153,0.398,0.544,0.298,0.498,0.157,0.341,0.439,0.578,0.0
