,1901-1910,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,92.18773460179696,97.81526707819819,85.70706991427149,101.80029470414613,91.58945230300057,97.04404240419399,135.4461852041042,59.36548209690946,107.37912520126544,109.33932413054113
1921-1930,92.18773460179696,0.0,63.280004910258675,78.93390011905629,67.94938066789476,45.271700634333655,67.81299727865878,127.64419096468991,74.13748690517173,102.34618070533229,92.1637783536059
1931-1940,97.81526707819819,63.280004910258675,0.0,73.67233971273754,50.39831947495236,46.5584295026974,61.437412104047034,124.20763443631871,79.80095969261237,90.89230625861094,95.05347463758514
1941-1950,85.70706991427149,78.93390011905629,73.67233971273754,0.0,75.90318357863664,71.43601574407472,69.50945822769738,102.80892446007113,77.59963663583005,79.67283709059471,70.76129441606126
1951-1960,101.80029470414613,67.94938066789476,50.39831947495236,75.90318357863664,0.0,50.12437902150693,58.74459098405938,126.44009778397877,86.93721830514679,93.61473170360851,95.05844201611406
1961-1970,91.58945230300057,45.271700634333655,46.5584295026974,71.43601574407472,50.12437902150693,0.0,53.68634367705116,123.79450120806182,72.72431252294328,86.29210890041384,89.77683441148388
1971-1980,97.04404240419399,67.81299727865878,61.437412104047034,69.50945822769738,58.74459098405938,53.68634367705116,0.0,116.53788465955809,85.13954999136926,87.73675552227029,90.32465653974855
1981-1990,135.4461852041042,127.64419096468991,124.20763443631871,102.80892446007113,126.44009778397877,123.79450120806182,116.53788465955809,0.0,135.75739892998547,119.29815760162616,111.90498380716296
1991-2000,59.36548209690946,74.13748690517173,79.80095969261237,77.59963663583005,86.93721830514679,72.72431252294328,85.13954999136926,135.75739892998547,0.0,103.61325156812366,106.8768620640073
2001-2010,107.37912520126544,102.34618070533229,90.89230625861094,79.67283709059471,93.61473170360851,86.29210890041384,87.73675552227029,119.29815760162616,103.61325156812366,0.0,95.04187306109226
2011-2018,109.33932413054113,92.1637783536059,95.05347463758514,70.76129441606126,95.05844201611406,89.77683441148388,90.32465653974855,111.90498380716296,106.8768620640073,95.04187306109226,0.0
