,1901-1910,1951-1960,1991-2000,2001-2010
1901-1910,0.0,19.581130883330395,16.457292454415906,17.61411807395003
1951-1960,19.581130883330395,0.0,13.567036534251791,9.769221328310593
1991-2000,16.457292454415906,13.567036534251791,0.0,8.946296832944526
2001-2010,17.61411807395003,9.769221328310593,8.946296832944526,0.0
