synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s11270,blatt,1901-1910,1911-1920,0.01785631408640969,0.1972735146067206
s11270,blatt,1911-1920,1921-1930,0.008141728068595963,0.45501208023839396
s11270,blatt,1921-1930,1931-1940,0.007445687622589191,0.6281354305803185
s11270,blatt,1931-1940,1941-1950,0.018787191676266187,0.7840285269689192
s11270,blatt,1941-1950,1951-1960,0.004763011958348046,0.2914006068821638
s11270,blatt,1951-1960,1961-1970,0.008242314190724296,0.38365765663428303
s11270,blatt,1961-1970,1971-1980,0.015547930369850842,0.29836272230650057
s11270,blatt,1971-1980,1981-1990,0.013411996732379387,0.03142421012615622
s11270,blatt,1981-1990,1991-2000,0.010382313248134978,0.12493387903104537
s11270,blatt,1991-2000,2001-2010,0.04098347885549078,0.7432003877240951
