timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,2011-2018,11,9.986680166113036,0.0
1911-1920,2011-2018,10,9.47702470245313,0.0
1901-1910,1991-2000,9,7.730987939803451,0.001
1901-1910,1981-1990,8,9.319622187137584,0.002
1941-1950,2011-2018,7,11.141776282936762,0.002
1911-1920,1991-2000,8,6.466436443307254,0.005
1911-1920,1981-1990,7,8.898697214545988,0.009
1901-1910,2001-2010,10,6.903438867832888,0.012
1971-1980,2011-2018,4,15.540990513601933,0.014
1911-1920,2001-2010,9,6.415687844639745,0.016
1901-1910,1951-1960,5,9.710219193225315,0.025
1981-1990,2001-2010,2,6.570863461767606,0.026
1981-1990,1991-2000,1,6.418717670155371,0.027
1941-1950,1991-2000,5,9.438130659565783,0.028
1941-1950,1951-1960,1,11.181638775572917,0.033
1991-2000,2011-2018,2,6.1508403010278645,0.037
1941-1950,1981-1990,4,10.426051866297449,0.043
1931-1940,2011-2018,8,6.961814686453354,0.046
1971-1980,1991-2000,2,14.50133364919883,0.047
