,1921-1930,1931-1940,1991-2000,2001-2010,2011-2018
1921-1930,0.0,69.83084111161018,55.20414121272591,68.37146487541764,84.62575884988578
1931-1940,69.83084111161018,0.0,70.85657862681322,73.86595659480744,79.48392102619778
1991-2000,55.20414121272591,70.85657862681322,0.0,75.44403727556058,88.9823907614838
2001-2010,68.37146487541764,73.86595659480744,75.44403727556058,0.0,88.61045134996388
2011-2018,84.62575884988578,79.48392102619778,88.9823907614838,88.61045134996388,0.0
