timespan_1,timespan_2,distance,drift_magnitude,p_value
1941-1950,2001-2010,6,8.110710828732856,0.008
1941-1950,1971-1980,3,8.035632074741061,0.022
1981-1990,2001-2010,2,6.700670153091247,0.04
1941-1950,2011-2018,7,7.767879472476979,0.047
