,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.824,0.029,0.055,0.001,0.037,0.021,0.049,0.05,0.012,0.033,0.013
1911-1920,0.824,0.0,0.083,0.295,0.177,0.324,0.02,0.482,0.124,0.035,0.112,0.051
1921-1930,0.029,0.083,0.0,0.195,0.023,0.074,0.118,0.061,0.015,0.021,0.035,0.031
1931-1940,0.055,0.295,0.195,0.0,0.537,0.713,0.063,0.863,0.337,0.045,0.173,0.149
1941-1950,0.001,0.177,0.023,0.537,0.0,0.773,0.0,0.673,0.465,0.015,0.042,0.1
1951-1960,0.037,0.324,0.074,0.713,0.773,0.0,0.048,0.966,0.536,0.233,0.658,0.605
1961-1970,0.021,0.02,0.118,0.063,0.0,0.048,0.0,0.048,0.006,0.0,0.028,0.088
1971-1980,0.049,0.482,0.061,0.863,0.673,0.966,0.048,0.0,0.321,0.21,0.515,0.31
1981-1990,0.05,0.124,0.015,0.337,0.465,0.536,0.006,0.321,0.0,0.113,0.519,0.323
1991-2000,0.012,0.035,0.021,0.045,0.015,0.233,0.0,0.21,0.113,0.0,0.603,0.411
2001-2010,0.033,0.112,0.035,0.173,0.042,0.658,0.028,0.515,0.519,0.603,0.0,0.842
2011-2018,0.013,0.051,0.031,0.149,0.1,0.605,0.088,0.31,0.323,0.411,0.842,0.0
