synset,lexeme,from_timespan,to_timespan,wasserstein,kl_divergence
s25445,kasse,1901-1910,1911-1920,0.14692638641851172,5.61144489965866
s25445,kasse,1911-1920,1921-1930,0.012220203487793973,0.2849138280297986
s25445,kasse,1921-1930,1931-1940,0.10320332132798361,0.29176587768966866
s25445,kasse,1931-1940,1941-1950,0.03357977931822314,0.20204677235364268
s25445,kasse,1941-1950,1951-1960,0.07489504040539216,2.15936257097905
s25445,kasse,1951-1960,1961-1970,0.021305030389183313,0.1216841359412245
s25445,kasse,1961-1970,1971-1980,0.04524329582096388,0.0864005384581603
s25445,kasse,1971-1980,1981-1990,0.00882265719967816,0.3099068892568849
s25445,kasse,1981-1990,1991-2000,0.03489516269646345,0.1717025546573888
s25445,kasse,1991-2000,2001-2010,0.00966301444100787,0.11836572044891598
