event_id,transition_from,transition_to,drift_magnitude,p_value,impact_duration,affected_timespans,event_type
0,1961-1970,1971-1980,9.458557128738562,0.04,1,1971-1980,consecutive
1,1991-2000,2001-2010,3.7419720376865726,0.034,1,2001-2010,consecutive
2,1931-1940,1951-1960,13.13637906037756,0.026,2,"1941-1950,1951-1960",sudden_shift
3,1931-1940,1961-1970,10.261918151124217,0.003,3,"1941-1950,1951-1960,1961-1970",sudden_shift
