timespan_1,timespan_2,distance,drift_magnitude,p_value
1931-1940,1961-1970,3,10.261918151124217,0.003
1961-1970,2011-2018,5,10.570950519169301,0.004
1931-1940,2011-2018,8,7.183543583229825,0.005
1951-1960,2011-2018,6,13.783494483643395,0.009
1961-1970,1991-2000,3,9.467923785127867,0.01
1961-1970,2001-2010,4,9.423909006576366,0.01
1931-1940,2001-2010,7,6.411186678236826,0.01
1931-1940,1951-1960,2,13.13637906037756,0.026
1951-1960,2001-2010,5,12.653158318250753,0.029
1951-1960,1991-2000,4,12.738479155666061,0.034
1991-2000,2001-2010,1,3.7419720376865726,0.034
1961-1970,1971-1980,1,9.458557128738562,0.04
1971-1980,2011-2018,4,5.545463338428306,0.048
