,1921-1930,1931-1940,1991-2000,2001-2010,2011-2018
1921-1930,0.0,378.9599123846149,313.0336211820269,375.8179113492777,448.66903923328664
1931-1940,378.9599123846149,0.0,403.31985993723276,424.47169112479423,472.8260832018839
1991-2000,313.0336211820269,403.31985993723276,0.0,381.0830817459628,475.81013362129903
2001-2010,375.8179113492777,424.47169112479423,381.0830817459628,0.0,484.7886963182745
2011-2018,448.66903923328664,472.8260832018839,475.81013362129903,484.7886963182745,0.0
