timespan_1,timespan_2,distance,drift_magnitude,p_value
1931-1940,1971-1980,4,5.890304259754107,0.0
1931-1940,2011-2018,8,7.251664979045709,0.0
1931-1940,2001-2010,7,5.788699957862388,0.0
1931-1940,1991-2000,6,6.04657501039494,0.0
1931-1940,1951-1960,2,5.6036476069488055,0.002
1941-1950,2011-2018,7,6.034824312425717,0.009
1921-1930,2011-2018,9,5.334165733805587,0.009
1901-1910,2011-2018,11,5.026787065429665,0.01
1911-1920,2011-2018,10,5.088612909818888,0.01
1961-1970,2011-2018,5,4.7846157864622665,0.011
1981-1990,2011-2018,3,5.3181345332784415,0.012
1931-1940,1961-1970,3,4.523987271048269,0.013
1901-1910,1931-1940,3,4.653895972909668,0.015
1911-1920,1931-1940,2,4.4888549605441055,0.021
1951-1960,2011-2018,6,4.255606973886425,0.021
1971-1980,2011-2018,4,4.138800207438644,0.024
1941-1950,1971-1980,3,4.62860267432976,0.031
1991-2000,2011-2018,2,5.023876039287188,0.033
1941-1950,1951-1960,1,4.333315007411907,0.041
1931-1940,1981-1990,5,4.223952120367616,0.048
