,1901-1910,1941-1950,1951-1960,1961-1970,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,1.0,1.0,1.0,1.0,0.972,0.855,0.936
1941-1950,1.0,0.0,1.0,1.0,0.691,0.544,0.439,0.599
1951-1960,1.0,1.0,0.0,0.342,0.191,0.118,0.096,0.117
1961-1970,1.0,1.0,0.342,0.0,0.319,0.185,0.067,0.092
1981-1990,1.0,0.691,0.191,0.319,0.0,0.591,0.354,0.654
1991-2000,0.972,0.544,0.118,0.185,0.591,0.0,0.18,0.237
2001-2010,0.855,0.439,0.096,0.067,0.354,0.18,0.0,0.158
2011-2018,0.936,0.599,0.117,0.092,0.654,0.237,0.158,0.0
