,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.522,0.574,0.016,0.027,0.037,0.002,0.0,0.001,0.038,0.002,0.076
1911-1920,0.522,0.0,0.884,0.046,0.015,0.017,0.0,0.0,0.0,0.004,0.007,0.008
1921-1930,0.574,0.884,0.0,0.008,0.02,0.028,0.0,0.0,0.0,0.01,0.0,0.008
1931-1940,0.016,0.046,0.008,0.0,0.931,0.646,0.019,0.002,0.092,0.002,0.107,0.044
1941-1950,0.027,0.015,0.02,0.931,0.0,0.726,0.08,0.014,0.187,0.0,0.026,0.015
1951-1960,0.037,0.017,0.028,0.646,0.726,0.0,0.236,0.216,0.396,0.136,0.146,0.187
1961-1970,0.002,0.0,0.0,0.019,0.08,0.236,0.0,0.902,0.276,0.0,0.002,0.004
1971-1980,0.0,0.0,0.0,0.002,0.014,0.216,0.902,0.0,0.663,0.0,0.0,0.001
1981-1990,0.001,0.0,0.0,0.092,0.187,0.396,0.276,0.663,0.0,0.0,0.022,0.013
1991-2000,0.038,0.004,0.01,0.002,0.0,0.136,0.0,0.0,0.0,0.0,0.006,0.524
2001-2010,0.002,0.007,0.0,0.107,0.026,0.146,0.002,0.0,0.022,0.006,0.0,0.143
2011-2018,0.076,0.008,0.008,0.044,0.015,0.187,0.004,0.001,0.013,0.524,0.143,0.0
