timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,1971-1980,7,4.236436513501129,0.0
1911-1920,1981-1990,7,3.239076100884464,0.0
1911-1920,1971-1980,6,4.002032491309845,0.0
1911-1920,1961-1970,5,4.269949197156236,0.0
1921-1930,2001-2010,8,2.3255303991813108,0.0
1921-1930,1961-1970,4,4.120500855489912,0.0
1921-1930,1981-1990,6,3.140865842786011,0.0
1921-1930,1971-1980,5,3.8308144888543896,0.0
1941-1950,1991-2000,5,2.65613383917068,0.0
1971-1980,2001-2010,3,3.173403774026205,0.0
1971-1980,1991-2000,2,3.666744492291454,0.0
1961-1970,1991-2000,3,3.971554117397975,0.0
1981-1990,1991-2000,1,2.8946692184732123,0.0
1901-1910,1981-1990,8,3.5926655539349492,0.001
1971-1980,2011-2018,4,3.3258965636042728,0.001
1931-1940,1991-2000,6,2.2055849154826506,0.002
1901-1910,2001-2010,10,2.7671322873555826,0.002
1901-1910,1961-1970,6,4.3331089537319025,0.002
1961-1970,2001-2010,4,3.554367990870358,0.002
1931-1940,1971-1980,4,2.6417550910482293,0.002
1911-1920,1991-2000,8,2.2907054356546537,0.004
1961-1970,2011-2018,5,3.684014130123513,0.004
1991-2000,2001-2010,1,2.1889447683381205,0.006
1911-1920,2001-2010,9,2.195598869969516,0.007
1921-1930,2011-2018,9,2.1066003226008254,0.008
1921-1930,1931-1940,1,1.8674331971702045,0.008
1911-1920,2011-2018,10,2.237388746011363,0.008
1921-1930,1991-2000,7,2.0151398999609382,0.01
1981-1990,2011-2018,3,2.481161952636068,0.013
1941-1950,1971-1980,3,2.667034043384473,0.014
1941-1950,2011-2018,7,2.271410700790696,0.015
1911-1920,1941-1950,3,2.2225405469834842,0.015
1901-1910,1931-1940,3,2.4412404720775513,0.016
1911-1920,1951-1960,4,3.0636913129849277,0.017
1931-1940,1961-1970,3,2.9464773957326256,0.019
1921-1930,1941-1950,2,2.0783020297032198,0.02
1981-1990,2001-2010,2,2.262909853052613,0.022
1941-1950,2001-2010,6,2.132261926037601,0.026
1901-1910,1941-1950,4,2.606621902639415,0.027
1921-1930,1951-1960,3,2.9076921650492156,0.028
1901-1910,1951-1960,5,3.2391428919543945,0.037
1901-1910,1991-2000,9,2.4889177945003342,0.038
1931-1940,2011-2018,8,1.921259239679808,0.044
1911-1920,1931-1940,2,1.9003143262856017,0.046
