,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1991-2000,2001-2010,2011-2018
1921-1930,0.0,0.379,0.092,0.12,0.089,0.138,0.198,0.19,0.214
1931-1940,0.379,0.0,0.246,0.197,0.221,0.154,0.129,0.09,0.295
1941-1950,0.092,0.246,0.0,0.314,0.027,0.398,0.224,0.029,0.172
1951-1960,0.12,0.197,0.314,0.0,0.018,0.31,0.042,0.019,0.106
1961-1970,0.089,0.221,0.027,0.018,0.0,0.0,0.008,0.0,0.087
1971-1980,0.138,0.154,0.398,0.31,0.0,0.0,0.323,0.325,0.217
1991-2000,0.198,0.129,0.224,0.042,0.008,0.323,0.0,0.225,0.38
2001-2010,0.19,0.09,0.029,0.019,0.0,0.325,0.225,0.0,0.076
2011-2018,0.214,0.295,0.172,0.106,0.087,0.217,0.38,0.076,0.0
