,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.333,0.289,0.957,0.261,0.165,0.206,0.331,0.36,0.056,0.208,0.161
1911-1920,0.333,0.0,0.195,0.467,0.429,0.57,0.455,0.17,0.085,0.742,0.27,0.036
1921-1930,0.289,0.195,0.0,0.362,0.923,0.212,0.072,0.161,0.57,0.045,0.033,0.018
1931-1940,0.957,0.467,0.362,0.0,0.184,0.157,0.396,0.579,0.48,0.106,0.387,0.243
1941-1950,0.261,0.429,0.923,0.184,0.0,0.801,0.365,0.307,0.425,0.153,0.257,0.185
1951-1960,0.165,0.57,0.212,0.157,0.801,0.0,0.492,0.575,0.166,0.727,0.509,0.138
1961-1970,0.206,0.455,0.072,0.396,0.365,0.492,0.0,0.429,0.348,0.626,0.499,0.232
1971-1980,0.331,0.17,0.161,0.579,0.307,0.575,0.429,0.0,0.356,0.508,0.728,0.701
1981-1990,0.36,0.085,0.57,0.48,0.425,0.166,0.348,0.356,0.0,0.154,0.227,0.222
1991-2000,0.056,0.742,0.045,0.106,0.153,0.727,0.626,0.508,0.154,0.0,0.895,0.096
2001-2010,0.208,0.27,0.033,0.387,0.257,0.509,0.499,0.728,0.227,0.895,0.0,0.365
2011-2018,0.161,0.036,0.018,0.243,0.185,0.138,0.232,0.701,0.222,0.096,0.365,0.0
