,1901-1910,1911-1920,1961-1970,1971-1980,1981-1990,1991-2000
1901-1910,0.0,0.012,0.031,0.191,0.398,0.223
1911-1920,0.012,0.0,0.911,0.279,0.866,0.578
1961-1970,0.031,0.911,0.0,0.243,0.752,0.726
1971-1980,0.191,0.279,0.243,0.0,1.0,1.0
1981-1990,0.398,0.866,0.752,1.0,0.0,1.0
1991-2000,0.223,0.578,0.726,1.0,1.0,0.0
