,1901-1910,1911-1920,1921-1930,1931-1940,1941-1950,1951-1960,1961-1970,1971-1980,1981-1990,1991-2000,2001-2010,2011-2018
1901-1910,0.0,0.062,0.259,0.052,0.1,0.091,0.414,0.187,0.163,0.238,0.009,0.0
1911-1920,0.062,0.0,0.758,0.008,0.594,0.226,0.08,0.459,0.099,0.215,0.085,0.0
1921-1930,0.259,0.758,0.0,0.012,0.651,0.511,0.183,0.238,0.19,0.274,0.065,0.0
1931-1940,0.052,0.008,0.012,0.0,0.268,0.0,0.021,0.035,0.096,0.179,0.0,0.0
1941-1950,0.1,0.594,0.651,0.268,0.0,0.271,0.181,0.427,0.39,0.343,0.156,0.006
1951-1960,0.091,0.226,0.511,0.0,0.271,0.0,0.034,0.049,0.063,0.039,0.071,0.0
1961-1970,0.414,0.08,0.183,0.021,0.181,0.034,0.0,0.564,0.797,0.748,0.078,0.0
1971-1980,0.187,0.459,0.238,0.035,0.427,0.049,0.564,0.0,0.486,0.741,0.32,0.001
1981-1990,0.163,0.099,0.19,0.096,0.39,0.063,0.797,0.486,0.0,0.851,0.157,0.001
1991-2000,0.238,0.215,0.274,0.179,0.343,0.039,0.748,0.741,0.851,0.0,0.143,0.013
2001-2010,0.009,0.085,0.065,0.0,0.156,0.071,0.078,0.32,0.157,0.143,0.0,0.018
2011-2018,0.0,0.0,0.0,0.0,0.006,0.0,0.0,0.001,0.001,0.013,0.018,0.0
