timespan_1,timespan_2,distance,drift_magnitude,p_value
1901-1910,2011-2018,11,7.560917810652949,0.0
1911-1920,2011-2018,10,7.105697842393515,0.0
1931-1940,1951-1960,2,6.573635602080885,0.0
1921-1930,2011-2018,9,7.267731141529115,0.0
1931-1940,2011-2018,8,8.095911272966054,0.0
1951-1960,2011-2018,6,6.934428682988316,0.0
1931-1940,2001-2010,7,7.369709315824491,0.0
1961-1970,2011-2018,5,7.761894525594018,0.0
1971-1980,2011-2018,4,6.680803854525348,0.001
1981-1990,2011-2018,3,7.5338719800569365,0.001
1941-1950,2011-2018,7,6.770665452562266,0.006
1911-1920,1931-1940,2,6.512366791951639,0.008
1901-1910,2001-2010,10,5.517238872869096,0.009
1921-1930,1931-1940,1,6.337650210525275,0.012
1991-2000,2011-2018,2,7.6336699119538025,0.013
2001-2010,2011-2018,1,5.561391677534826,0.018
1931-1940,1961-1970,3,6.306704488257385,0.021
1951-1960,1961-1970,1,4.586778402517565,0.034
1931-1940,1971-1980,4,6.05626472203257,0.035
1951-1960,1991-2000,4,5.736485024168988,0.039
1951-1960,1971-1980,2,4.388865392447383,0.049
